str,slug,key,id
6+ wc,wc_sayisi,TOILETS_COUNT , 7
6+ tuvaletli,wc_sayisi,TOILETS_COUNT , 7
6+ tuvalet,wc_sayisi,TOILETS_COUNT , 7
35 Katlı,binanin_kat_sayisi,FLOOR_COUNT_OF_BUILDING , 30
36 Katlı,binanin_kat_sayisi,FLOOR_COUNT_OF_BUILDING , 30
Voleybol Sahası,yapi_ozellik,STRUCTURAL_FEATURES , 414
Wi-Fi,yapi_ozellik,STRUCTURAL_FEATURES , 7008
Yan Cephe,yapi_ozellik,STRUCTURAL_FEATURES , 517
Yangın Alarmı,yapi_ozellik,STRUCTURAL_FEATURES , 7010
Yangın Merdiveni,yapi_ozellik,STRUCTURAL_FEATURES , 6315
Yeşil Alan Manzaralı,yapi_ozellik,STRUCTURAL_FEATURES , 518
Yolu Açılmış,yapi_ozellik,STRUCTURAL_FEATURES , 1410
Yüksek Tavan,yapi_ozellik,STRUCTURAL_FEATURES , 350
Yürüyüş Parkuru,yapi_ozellik,STRUCTURAL_FEATURES , 417
Yüzme Havuzu - Açık,yapi_ozellik,STRUCTURAL_FEATURES , 16
Yüzme Havuzu - Kapalı,yapi_ozellik,STRUCTURAL_FEATURES , 17
Zemin Etüdlü,yapi_ozellik,STRUCTURAL_FEATURES , 1411
0 banyolu,banyo_sayisi,BATHROOM_COUNT , 1
37 Katlı,binanin_kat_sayisi,FLOOR_COUNT_OF_BUILDING , 30
38 Katlı,binanin_kat_sayisi,FLOOR_COUNT_OF_BUILDING , 30
39 Katlı,binanin_kat_sayisi,FLOOR_COUNT_OF_BUILDING , 30
40 Katlı,binanin_kat_sayisi,FLOOR_COUNT_OF_BUILDING , 30
Yatırım durumu bilinmeyen,yatirima_uygunluk,AVAILABLE_FOR_INVESTMENT , 1
krediye uygun olan,krediye_uygunluk,AVAILABLE_FOR_CREDIT , 2
6 tuvaletli,wc_sayisi,TOILETS_COUNT , 7
6 tuvalet,wc_sayisi,TOILETS_COUNT , 7
Stüdyo,oda_sayisi,ROOM_COUNT , 1
1 oda,oda_sayisi,ROOM_COUNT , 2
1 odalı,oda_sayisi,ROOM_COUNT , 2
1+1,oda_sayisi,ROOM_COUNT , 3
2+1,oda_sayisi,ROOM_COUNT , 5
2+2,oda_sayisi,ROOM_COUNT , 6
3+1,oda_sayisi,ROOM_COUNT , 7
3+2,oda_sayisi,ROOM_COUNT , 8
4+1,oda_sayisi,ROOM_COUNT , 9
4+2,oda_sayisi,ROOM_COUNT , 10
5,oda_sayisi,ROOM_COUNT , 11
5+1,oda_sayisi,ROOM_COUNT , 12
5+2,oda_sayisi,ROOM_COUNT , 13
5+3,oda_sayisi,ROOM_COUNT , 14
5+4,oda_sayisi,ROOM_COUNT , 15
6+1,oda_sayisi,ROOM_COUNT , 16
6+2,oda_sayisi,ROOM_COUNT , 17
6+3,oda_sayisi,ROOM_COUNT , 22
6+4,oda_sayisi,ROOM_COUNT , 23
7+1,oda_sayisi,ROOM_COUNT , 18
7+2,oda_sayisi,ROOM_COUNT , 20
7+3,oda_sayisi,ROOM_COUNT , 21
8+,oda_sayisi,ROOM_COUNT , 19
1+2,oda_sayisi,ROOM_COUNT , 4
site içinde,site_icerisinde,IN_APARTMENT_COMPLEX  , 1
site içerisinde,site_icerisinde,IN_APARTMENT_COMPLEX , 1
sitede,site_icerisinde,IN_APARTMENT_COMPLEX , 1
sitede olmayan,site_icerisinde,IN_APARTMENT_COMPLEX , 2
site içinde olmayan,site_icerisinde,IN_APARTMENT_COMPLEX , 2
site içerisinde olmayan,site_icerisinde,IN_APARTMENT_COMPLEX , 2
eşyalı,esya_durumu,FURNISHED_OPTION , 2
eşyası olan,esya_durumu,FURNISHED_OPTION , 2
eşyasız,esya_durumu,FURNISHED_OPTION , 1
eşyası olmayan,esya_durumu,FURNISHED_OPTION , 1
mobilyalı,esya_durumu,FURNISHED_OPTION , 2
mobilyasız,esya_durumu,FURNISHED_OPTION , 1
